"REPORT_DT","LOCATION","ORIGIN_NM","COMMODITY","disposition"
"2020-08-28","TX Brownsville CBP","Japan","Actinidia","CFRP Not Inspected"
"2020-08-28","VA Dulles CBP","Tanzania","Rosa","CFRP Not Inspected"
"2020-08-29","FL Miami Air CBP","India","Protea","OK Inspected"
"2020-08-30","NY JFK CBP","Mexico","Gerbera","CFRP Not Inspected"
"2020-08-30","CA San Francisco CBP","India","Aegilops","OK Inspected"
"2020-08-31","CA San Francisco CBP","India","Protea","OK Inspected"
"2020-09-01","FL Miami Air CBP","Mexico","Hyacinthus","CFRP Not Inspected"
"2020-09-01","AZ Phoenix CBP","Netherlands","Anemone","OK Inspected"
"2020-09-02","NY JFK CBP","Tanzania","Liatris","OK Inspected"
"2020-09-03","VA Dulles CBP","Japan","Gerbera","CFRP Not Inspected"
"2020-09-03","FL Miami Air CBP","Japan","Anemone","OK Inspected"
"2020-09-04","CA San Francisco CBP","India","Rosa","CFRP Not Inspected"
"2020-09-05","CA San Francisco CBP","Netherlands","Gerbera","OK CFRP Inspected"
"2020-09-05","NY JFK CBP","Tanzania","Gerbera","OK CFRP Inspected"
"2020-09-06","FL Miami Air CBP","Netherlands","Protea","OK Inspected"
"2020-09-07","CA San Francisco CBP","Israel","Actinidia","OK CFRP Inspected"
"2020-09-07","FL Miami Air CBP","New Zealand","Actinidia","OK CFRP Inspected"
"2020-09-08","CA San Francisco CBP","Netherlands","Aegilops","OK Inspected"
"2020-09-09","WA Seattle Air CBP","India","Aegilops","OK Inspected"
"2020-09-09","WA Seattle Air CBP","Netherlands","Aegilops","OK Inspected"
"2020-09-10","WA Blaine CBP","India","Liatris","OK Inspected"
"2020-09-11","FL Miami Air CBP","Netherlands","Protea","OK Inspected"
"2020-09-11","AZ Phoenix CBP","Tanzania","Anemone","OK Inspected"
"2020-09-12","WA Blaine CBP","Israel","Gerbera","CFRP Not Inspected"
"2020-09-13","NY JFK CBP","Tanzania","Gerbera","OK CFRP Inspected"
"2020-09-13","FL Miami Air CBP","Israel","Agapanthus","OK Inspected"
"2020-09-14","AZ Phoenix CBP","Japan","Protea","OK Inspected"
"2020-09-15","FL Miami Air CBP","New Zealand","Hyacinthus","CFRP Not Inspected"
"2020-09-15","FL Miami Air CBP","Japan","Actinidia","OK CFRP Inspected"
"2020-09-16","TX Brownsville CBP","New Zealand","Liatris","OK Inspected"
"2020-09-17","CA San Francisco CBP","Tanzania","Hyacinthus","CFRP Not Inspected"
"2020-09-17","WA Blaine CBP","Mexico","Hyacinthus","CFRP Not Inspected"
"2020-09-18","TX Brownsville CBP","Netherlands","Protea","OK Inspected"
"2020-09-19","NY JFK CBP","Israel","Aegilops","OK Inspected"
"2020-09-19","CA San Francisco CBP","New Zealand","Agapanthus","OK Inspected"
"2020-09-20","WA Blaine CBP","Netherlands","Rosa","CFRP Not Inspected"
"2020-09-21","NY JFK CBP","Tanzania","Protea","OK Inspected"
"2020-09-21","TX Brownsville CBP","Japan","Mokara","Pest Found"
"2020-09-22","AZ Phoenix CBP","Netherlands","Aegilops","OK Inspected"
"2020-09-23","NY JFK CBP","India","Aegilops","OK Inspected"
"2020-09-23","VA Dulles CBP","Israel","Protea","OK Inspected"
"2020-09-24","NY JFK CBP","Tanzania","Protea","OK Inspected"
"2020-09-25","AZ Phoenix CBP","Tanzania","Actinidia","CFRP Not Inspected"
"2020-09-25","HI Honolulu CBP","New Zealand","Hyacinthus","CFRP Not Inspected"
"2020-09-26","VA Dulles CBP","India","Gerbera","CFRP Not Inspected"
"2020-09-27","NY JFK CBP","India","Rosa","CFRP Not Inspected"
"2020-09-27","VA Dulles CBP","New Zealand","Anemone","OK Inspected"
"2020-09-28","AZ Phoenix CBP","Japan","Aegilops","Pest Found"
"2020-09-29","VA Dulles CBP","India","Aegilops","OK Inspected"
"2020-09-29","TX Brownsville CBP","New Zealand","Agapanthus","OK Inspected"
"2020-09-30","FL Miami Air CBP","Mexico","Aegilops","OK Inspected"
"2020-10-01","WA Blaine CBP","New Zealand","Anemone","OK Inspected"
"2020-10-01","WA Seattle Air CBP","Israel","Actinidia","CFRP Not Inspected"
"2020-10-02","WA Seattle Air CBP","Israel","Agapanthus","OK Inspected"
"2020-10-03","WA Blaine CBP","New Zealand","Aegilops","OK Inspected"
"2020-10-03","CA San Francisco CBP","Mexico","Actinidia","OK CFRP Inspected"
"2020-10-04","VA Dulles CBP","New Zealand","Rosa","CFRP Not Inspected"
"2020-10-05","TX Brownsville CBP","Japan","Gerbera","OK CFRP Inspected"
"2020-10-05","HI Honolulu CBP","Japan","Protea","Pest Found"
"2020-10-06","WA Blaine CBP","Israel","Protea","OK Inspected"
"2020-10-07","TX Brownsville CBP","India","Liatris","OK Inspected"
"2020-10-07","VA Dulles CBP","Tanzania","Rosa","CFRP Not Inspected"
"2020-10-08","CA San Francisco CBP","Mexico","Aegilops","OK Inspected"
"2020-10-09","AZ Phoenix CBP","Netherlands","Rosa","CFRP Not Inspected"
"2020-10-09","AZ Phoenix CBP","Netherlands","Actinidia","CFRP Not Inspected"
"2020-10-10","HI Honolulu CBP","Tanzania","Aegilops","OK Inspected"
"2020-10-11","NY JFK CBP","New Zealand","Actinidia","OK CFRP Inspected"
"2020-10-11","AZ Phoenix CBP","India","Rosa","CFRP Not Inspected"
"2020-10-12","WA Blaine CBP","Mexico","Actinidia","CFRP Not Inspected"
"2020-10-13","NY JFK CBP","Mexico","Rosa","CFRP Not Inspected"
"2020-10-13","HI Honolulu CBP","India","Mokara","OK Inspected"
"2020-10-14","AZ Phoenix CBP","Japan","Liatris","OK Inspected"
"2020-10-15","WA Seattle Air CBP","Tanzania","Actinidia","OK CFRP Inspected"
"2020-10-15","WA Seattle Air CBP","New Zealand","Gerbera","CFRP Not Inspected"
"2020-10-16","NY JFK CBP","Netherlands","Agapanthus","OK Inspected"
"2020-10-17","WA Blaine CBP","Israel","Hyacinthus","CFRP Not Inspected"
"2020-10-17","FL Miami Air CBP","Netherlands","Actinidia","CFRP Not Inspected"
"2020-10-18","AZ Phoenix CBP","India","Rosa","OK CFRP Inspected"
"2020-10-19","WA Seattle Air CBP","India","Agapanthus","Pest Found"
"2020-10-19","NY JFK CBP","Netherlands","Agapanthus","OK Inspected"
"2020-10-20","HI Honolulu CBP","Japan","Mokara","OK Inspected"
"2020-10-21","WA Seattle Air CBP","New Zealand","Aegilops","OK Inspected"
"2020-10-21","CA San Francisco CBP","New Zealand","Anemone","OK Inspected"
"2020-10-22","CA San Francisco CBP","India","Anemone","OK Inspected"
"2020-10-23","NY JFK CBP","New Zealand","Agapanthus","OK Inspected"
"2020-10-23","HI Honolulu CBP","New Zealand","Actinidia","OK CFRP Inspected"
"2020-10-24","FL Miami Air CBP","Tanzania","Protea","OK Inspected"
"2020-10-25","WA Blaine CBP","Japan","Actinidia","CFRP Not Inspected"
"2020-10-25","CA San Francisco CBP","Netherlands","Mokara","OK Inspected"
"2020-10-26","TX Brownsville CBP","Japan","Liatris","OK Inspected"
"2020-10-27","TX Brownsville CBP","Netherlands","Agapanthus","OK Inspected"
"2020-10-27","NY JFK CBP","Tanzania","Mokara","OK Inspected"
"2020-10-28","NY JFK CBP","New Zealand","Anemone","OK Inspected"
"2020-10-29","AZ Phoenix CBP","Mexico","Gerbera","OK CFRP Inspected"
"2020-10-29","WA Seattle Air CBP","Israel","Rosa","CFRP Not Inspected"
"2020-10-30","WA Seattle Air CBP","Tanzania","Actinidia","CFRP Not Inspected"
"2020-10-31","WA Blaine CBP","Netherlands","Actinidia","OK CFRP Inspected"
"2020-10-31","NY JFK CBP","Mexico","Hyacinthus","CFRP Not Inspected"
"2020-11-01","FL Miami Air CBP","India","Actinidia","CFRP Not Inspected"
"2020-11-02","HI Honolulu CBP","New Zealand","Protea","OK Inspected"
"2020-11-02","HI Honolulu CBP","India","Mokara","OK Inspected"
"2020-11-03","AZ Phoenix CBP","Japan","Actinidia","OK CFRP Inspected"
"2020-11-04","AZ Phoenix CBP","New Zealand","Agapanthus","OK Inspected"
"2020-11-04","WA Seattle Air CBP","Japan","Actinidia","CFRP Not Inspected"
"2020-11-05","TX Brownsville CBP","Japan","Hyacinthus","CFRP Not Inspected"
"2020-11-06","NY JFK CBP","Israel","Liatris","OK Inspected"
"2020-11-06","CA San Francisco CBP","Mexico","Mokara","OK Inspected"
"2020-11-07","NY JFK CBP","India","Liatris","OK Inspected"
"2020-11-08","TX Brownsville CBP","Japan","Gerbera","CFRP Not Inspected"
"2020-11-08","WA Seattle Air CBP","Japan","Anemone","OK Inspected"
"2020-11-09","TX Brownsville CBP","Netherlands","Liatris","OK Inspected"
"2020-11-10","TX Brownsville CBP","Tanzania","Anemone","OK Inspected"
"2020-11-10","FL Miami Air CBP","Israel","Protea","OK Inspected"
"2020-11-11","HI Honolulu CBP","India","Aegilops","OK Inspected"
"2020-11-12","NY JFK CBP","Mexico","Rosa","CFRP Not Inspected"
"2020-11-12","VA Dulles CBP","Israel","Protea","OK Inspected"
"2020-11-13","AZ Phoenix CBP","Netherlands","Protea","OK Inspected"
"2020-11-14","VA Dulles CBP","Mexico","Liatris","OK Inspected"
"2020-11-14","NY JFK CBP","Israel","Gerbera","CFRP Not Inspected"
"2020-11-15","NY JFK CBP","Israel","Rosa","CFRP Not Inspected"
"2020-11-16","VA Dulles CBP","Netherlands","Protea","OK Inspected"
"2020-11-16","WA Seattle Air CBP","India","Aegilops","OK Inspected"
"2020-11-17","TX Brownsville CBP","Mexico","Rosa","CFRP Not Inspected"
"2020-11-18","NY JFK CBP","Tanzania","Rosa","OK CFRP Inspected"
"2020-11-18","WA Seattle Air CBP","Mexico","Aegilops","OK Inspected"
"2020-11-19","CA San Francisco CBP","Japan","Hyacinthus","CFRP Not Inspected"
"2020-11-20","HI Honolulu CBP","Tanzania","Rosa","CFRP Not Inspected"
"2020-11-20","AZ Phoenix CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2020-11-21","CA San Francisco CBP","Israel","Protea","OK Inspected"
"2020-11-22","HI Honolulu CBP","Netherlands","Liatris","OK Inspected"
"2020-11-22","AZ Phoenix CBP","Israel","Liatris","OK Inspected"
"2020-11-23","WA Blaine CBP","India","Rosa","CFRP Not Inspected"
"2020-11-24","NY JFK CBP","Netherlands","Mokara","OK Inspected"
"2020-11-24","CA San Francisco CBP","New Zealand","Liatris","OK Inspected"
"2020-11-25","WA Blaine CBP","Mexico","Liatris","OK Inspected"
"2020-11-26","TX Brownsville CBP","Tanzania","Mokara","OK Inspected"
"2020-11-26","VA Dulles CBP","Mexico","Anemone","OK Inspected"
"2020-11-27","FL Miami Air CBP","New Zealand","Hyacinthus","CFRP Not Inspected"
"2020-11-28","WA Blaine CBP","Netherlands","Anemone","OK Inspected"
"2020-11-28","FL Miami Air CBP","Israel","Aegilops","OK Inspected"
"2020-11-29","AZ Phoenix CBP","Netherlands","Aegilops","OK Inspected"
"2020-11-30","NY JFK CBP","Tanzania","Hyacinthus","CFRP Not Inspected"
"2020-11-30","AZ Phoenix CBP","Israel","Gerbera","CFRP Not Inspected"
"2020-12-01","VA Dulles CBP","India","Rosa","CFRP Not Inspected"
"2020-12-02","AZ Phoenix CBP","Mexico","Actinidia","CFRP Not Inspected"
"2020-12-02","VA Dulles CBP","New Zealand","Gerbera","CFRP Not Inspected"
"2020-12-03","CA San Francisco CBP","Japan","Liatris","OK Inspected"
"2020-12-04","NY JFK CBP","New Zealand","Liatris","OK Inspected"
"2020-12-04","AZ Phoenix CBP","India","Actinidia","CFRP Not Inspected"
"2020-12-05","AZ Phoenix CBP","Tanzania","Rosa","CFRP Not Inspected"
"2020-12-06","WA Seattle Air CBP","Netherlands","Agapanthus","OK Inspected"
"2020-12-06","FL Miami Air CBP","India","Agapanthus","OK Inspected"
"2020-12-07","TX Brownsville CBP","Tanzania","Actinidia","OK CFRP Inspected"
"2020-12-08","AZ Phoenix CBP","Tanzania","Mokara","OK Inspected"
"2020-12-08","VA Dulles CBP","Tanzania","Rosa","CFRP Not Inspected"
"2020-12-09","VA Dulles CBP","Mexico","Hyacinthus","CFRP Not Inspected"
"2020-12-10","HI Honolulu CBP","India","Rosa","OK CFRP Inspected"
"2020-12-10","WA Seattle Air CBP","Netherlands","Anemone","OK Inspected"
"2020-12-11","NY JFK CBP","Japan","Mokara","OK Inspected"
"2020-12-12","FL Miami Air CBP","Netherlands","Liatris","OK Inspected"
"2020-12-12","CA San Francisco CBP","India","Anemone","OK Inspected"
"2020-12-13","FL Miami Air CBP","Japan","Hyacinthus","CFRP Not Inspected"
"2020-12-14","VA Dulles CBP","Mexico","Agapanthus","OK Inspected"
"2020-12-14","TX Brownsville CBP","Mexico","Rosa","OK CFRP Inspected"
"2020-12-15","WA Blaine CBP","Mexico","Protea","OK Inspected"
"2020-12-16","HI Honolulu CBP","New Zealand","Rosa","CFRP Not Inspected"
"2020-12-16","VA Dulles CBP","Israel","Hyacinthus","OK CFRP Inspected"
"2020-12-17","WA Seattle Air CBP","India","Agapanthus","OK Inspected"
"2020-12-18","AZ Phoenix CBP","New Zealand","Aegilops","OK Inspected"
"2020-12-18","HI Honolulu CBP","Israel","Aegilops","OK Inspected"
"2020-12-19","CA San Francisco CBP","Netherlands","Anemone","OK Inspected"
"2020-12-20","VA Dulles CBP","Netherlands","Mokara","OK Inspected"
"2020-12-20","VA Dulles CBP","New Zealand","Aegilops","OK Inspected"
"2020-12-21","CA San Francisco CBP","Mexico","Aegilops","OK Inspected"
"2020-12-22","HI Honolulu CBP","Netherlands","Actinidia","CFRP Not Inspected"
"2020-12-22","TX Brownsville CBP","New Zealand","Protea","OK Inspected"
"2020-12-23","WA Blaine CBP","Mexico","Actinidia","OK CFRP Inspected"
"2020-12-24","NY JFK CBP","India","Liatris","OK Inspected"
"2020-12-24","FL Miami Air CBP","Japan","Protea","OK Inspected"
"2020-12-25","FL Miami Air CBP","Japan","Gerbera","OK CFRP Inspected"
"2020-12-26","TX Brownsville CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2020-12-26","FL Miami Air CBP","Mexico","Liatris","OK Inspected"
"2020-12-27","AZ Phoenix CBP","Netherlands","Liatris","OK Inspected"
"2020-12-28","NY JFK CBP","Israel","Liatris","OK Inspected"
"2020-12-28","FL Miami Air CBP","India","Hyacinthus","OK CFRP Inspected"
"2020-12-29","FL Miami Air CBP","India","Rosa","CFRP Not Inspected"
"2020-12-30","VA Dulles CBP","Netherlands","Gerbera","CFRP Not Inspected"
"2020-12-30","TX Brownsville CBP","New Zealand","Agapanthus","OK Inspected"
"2020-12-31","FL Miami Air CBP","India","Agapanthus","OK Inspected"
"2021-01-01","AZ Phoenix CBP","New Zealand","Liatris","OK Inspected"
"2021-01-01","NY JFK CBP","Netherlands","Hyacinthus","CFRP Not Inspected"
"2021-01-02","VA Dulles CBP","Israel","Agapanthus","OK Inspected"
"2021-01-03","WA Blaine CBP","India","Mokara","OK Inspected"
"2021-01-03","HI Honolulu CBP","New Zealand","Aegilops","OK Inspected"
"2021-01-04","WA Seattle Air CBP","Netherlands","Aegilops","OK Inspected"
"2021-01-05","AZ Phoenix CBP","Tanzania","Rosa","CFRP Not Inspected"
"2021-01-05","HI Honolulu CBP","Japan","Hyacinthus","CFRP Not Inspected"
"2021-01-06","CA San Francisco CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-01-07","WA Seattle Air CBP","Netherlands","Protea","OK Inspected"
"2021-01-07","VA Dulles CBP","India","Aegilops","OK Inspected"
"2021-01-08","WA Blaine CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2021-01-09","AZ Phoenix CBP","Tanzania","Hyacinthus","CFRP Not Inspected"
"2021-01-09","FL Miami Air CBP","New Zealand","Aegilops","OK Inspected"
"2021-01-10","WA Blaine CBP","Japan","Agapanthus","OK Inspected"
"2021-01-11","HI Honolulu CBP","India","Hyacinthus","CFRP Not Inspected"
"2021-01-11","VA Dulles CBP","New Zealand","Mokara","OK Inspected"
"2021-01-12","FL Miami Air CBP","Japan","Anemone","OK Inspected"
"2021-01-13","WA Seattle Air CBP","Tanzania","Liatris","OK Inspected"
"2021-01-13","WA Seattle Air CBP","New Zealand","Mokara","OK Inspected"
"2021-01-14","FL Miami Air CBP","Mexico","Mokara","OK Inspected"
"2021-01-15","VA Dulles CBP","India","Hyacinthus","CFRP Not Inspected"
"2021-01-15","NY JFK CBP","Mexico","Agapanthus","OK Inspected"
"2021-01-16","TX Brownsville CBP","Japan","Protea","OK Inspected"
"2021-01-17","AZ Phoenix CBP","Japan","Actinidia","CFRP Not Inspected"
"2021-01-17","FL Miami Air CBP","Tanzania","Hyacinthus","CFRP Not Inspected"
"2021-01-18","TX Brownsville CBP","Tanzania","Aegilops","OK Inspected"
"2021-01-19","HI Honolulu CBP","New Zealand","Gerbera","CFRP Not Inspected"
"2021-01-19","NY JFK CBP","Netherlands","Mokara","OK Inspected"
"2021-01-20","CA San Francisco CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2021-01-21","VA Dulles CBP","Japan","Protea","OK Inspected"
"2021-01-21","HI Honolulu CBP","Netherlands","Hyacinthus","CFRP Not Inspected"
"2021-01-22","WA Seattle Air CBP","New Zealand","Liatris","OK Inspected"
"2021-01-23","NY JFK CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-01-23","AZ Phoenix CBP","Mexico","Liatris","OK Inspected"
"2021-01-24","NY JFK CBP","Netherlands","Protea","OK Inspected"
"2021-01-25","TX Brownsville CBP","Mexico","Rosa","CFRP Not Inspected"
"2021-01-25","HI Honolulu CBP","New Zealand","Anemone","OK Inspected"
"2021-01-26","NY JFK CBP","India","Rosa","OK CFRP Inspected"
"2021-01-27","WA Seattle Air CBP","Tanzania","Rosa","CFRP Not Inspected"
"2021-01-27","AZ Phoenix CBP","Mexico","Aegilops","OK Inspected"
"2021-01-28","FL Miami Air CBP","Netherlands","Agapanthus","Pest Found"
"2021-01-29","HI Honolulu CBP","Mexico","Mokara","OK Inspected"
"2021-01-29","WA Seattle Air CBP","New Zealand","Hyacinthus","CFRP Not Inspected"
"2021-01-30","CA San Francisco CBP","Israel","Agapanthus","OK Inspected"
"2021-01-31","TX Brownsville CBP","Israel","Rosa","CFRP Not Inspected"
"2021-01-31","VA Dulles CBP","Israel","Mokara","OK Inspected"
"2021-02-01","WA Blaine CBP","Israel","Rosa","CFRP Not Inspected"
"2021-02-02","NY JFK CBP","Japan","Rosa","OK CFRP Inspected"
"2021-02-02","FL Miami Air CBP","Netherlands","Protea","OK Inspected"
"2021-02-03","WA Blaine CBP","Mexico","Rosa","CFRP Not Inspected"
"2021-02-04","WA Blaine CBP","India","Rosa","CFRP Not Inspected"
"2021-02-04","AZ Phoenix CBP","Japan","Agapanthus","OK Inspected"
"2021-02-05","NY JFK CBP","Japan","Mokara","OK Inspected"
"2021-02-06","HI Honolulu CBP","Japan","Gerbera","CFRP Not Inspected"
"2021-02-06","WA Seattle Air CBP","Tanzania","Protea","OK Inspected"
"2021-02-07","VA Dulles CBP","Japan","Anemone","OK Inspected"
"2021-02-08","HI Honolulu CBP","Israel","Rosa","CFRP Not Inspected"
"2021-02-08","CA San Francisco CBP","Japan","Aegilops","OK Inspected"
"2021-02-09","WA Blaine CBP","New Zealand","Hyacinthus","CFRP Not Inspected"
"2021-02-10","AZ Phoenix CBP","Mexico","Rosa","Pest Found CFRP Inspected"
"2021-02-10","WA Seattle Air CBP","Japan","Mokara","OK Inspected"
"2021-02-11","TX Brownsville CBP","Japan","Protea","OK Inspected"
"2021-02-12","TX Brownsville CBP","Tanzania","Rosa","CFRP Not Inspected"
"2021-02-12","FL Miami Air CBP","Israel","Hyacinthus","OK CFRP Inspected"
"2021-02-13","AZ Phoenix CBP","New Zealand","Protea","OK Inspected"
"2021-02-14","VA Dulles CBP","India","Mokara","OK Inspected"
"2021-02-14","WA Blaine CBP","Mexico","Actinidia","CFRP Not Inspected"
"2021-02-15","WA Blaine CBP","Tanzania","Agapanthus","OK Inspected"
"2021-02-16","WA Blaine CBP","New Zealand","Agapanthus","OK Inspected"
"2021-02-16","WA Seattle Air CBP","Japan","Gerbera","CFRP Not Inspected"
"2021-02-17","HI Honolulu CBP","Israel","Liatris","OK Inspected"
"2021-02-18","WA Seattle Air CBP","Netherlands","Gerbera","CFRP Not Inspected"
"2021-02-18","WA Blaine CBP","Netherlands","Mokara","OK Inspected"
"2021-02-19","NY JFK CBP","Netherlands","Hyacinthus","CFRP Not Inspected"
"2021-02-20","VA Dulles CBP","Israel","Protea","OK Inspected"
"2021-02-20","WA Seattle Air CBP","Mexico","Protea","OK Inspected"
"2021-02-21","NY JFK CBP","Japan","Anemone","OK Inspected"
"2021-02-22","AZ Phoenix CBP","Japan","Protea","OK Inspected"
"2021-02-22","CA San Francisco CBP","Israel","Liatris","OK Inspected"
"2021-02-23","WA Blaine CBP","New Zealand","Agapanthus","OK Inspected"
"2021-02-24","WA Seattle Air CBP","Mexico","Agapanthus","OK Inspected"
"2021-02-24","TX Brownsville CBP","India","Protea","OK Inspected"
"2021-02-25","HI Honolulu CBP","India","Actinidia","CFRP Not Inspected"
"2021-02-26","NY JFK CBP","Japan","Protea","OK Inspected"
"2021-02-26","WA Blaine CBP","Israel","Protea","OK Inspected"
"2021-02-27","CA San Francisco CBP","Mexico","Actinidia","OK CFRP Inspected"
"2021-02-28","TX Brownsville CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2021-02-28","NY JFK CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-03-01","FL Miami Air CBP","Netherlands","Aegilops","OK Inspected"
"2021-03-02","TX Brownsville CBP","Japan","Liatris","OK Inspected"
"2021-03-02","AZ Phoenix CBP","Mexico","Gerbera","CFRP Not Inspected"
"2021-03-03","NY JFK CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-03-04","TX Brownsville CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-03-04","WA Blaine CBP","Netherlands","Agapanthus","OK Inspected"
"2021-03-05","NY JFK CBP","Tanzania","Actinidia","CFRP Not Inspected"
"2021-03-06","HI Honolulu CBP","Israel","Mokara","OK Inspected"
"2021-03-06","TX Brownsville CBP","New Zealand","Agapanthus","OK Inspected"
"2021-03-07","WA Blaine CBP","Netherlands","Liatris","OK Inspected"
"2021-03-08","WA Seattle Air CBP","Netherlands","Protea","OK Inspected"
"2021-03-08","NY JFK CBP","New Zealand","Anemone","OK Inspected"
"2021-03-09","AZ Phoenix CBP","Israel","Agapanthus","OK Inspected"
"2021-03-10","WA Seattle Air CBP","New Zealand","Agapanthus","OK Inspected"
"2021-03-10","WA Blaine CBP","Netherlands","Anemone","OK Inspected"
"2021-03-11","WA Blaine CBP","New Zealand","Rosa","CFRP Not Inspected"
"2021-03-12","VA Dulles CBP","Netherlands","Mokara","OK Inspected"
"2021-03-12","FL Miami Air CBP","Mexico","Hyacinthus","OK CFRP Inspected"
"2021-03-13","VA Dulles CBP","Tanzania","Rosa","CFRP Not Inspected"
"2021-03-14","WA Seattle Air CBP","Netherlands","Mokara","OK Inspected"
"2021-03-14","NY JFK CBP","Netherlands","Hyacinthus","CFRP Not Inspected"
"2021-03-15","TX Brownsville CBP","Netherlands","Liatris","OK Inspected"
"2021-03-16","FL Miami Air CBP","Mexico","Agapanthus","OK Inspected"
"2021-03-16","HI Honolulu CBP","Japan","Hyacinthus","OK CFRP Inspected"
"2021-03-17","VA Dulles CBP","Israel","Protea","OK Inspected"
"2021-03-18","TX Brownsville CBP","New Zealand","Mokara","OK Inspected"
"2021-03-18","WA Blaine CBP","Tanzania","Aegilops","OK Inspected"
"2021-03-19","NY JFK CBP","Mexico","Actinidia","OK CFRP Inspected"
"2021-03-20","FL Miami Air CBP","Israel","Liatris","OK Inspected"
"2021-03-20","WA Seattle Air CBP","New Zealand","Rosa","CFRP Not Inspected"
"2021-03-21","FL Miami Air CBP","New Zealand","Liatris","OK Inspected"
"2021-03-22","WA Blaine CBP","India","Anemone","OK Inspected"
"2021-03-22","VA Dulles CBP","Israel","Hyacinthus","CFRP Not Inspected"
"2021-03-23","VA Dulles CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2021-03-24","VA Dulles CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2021-03-24","HI Honolulu CBP","Japan","Protea","OK Inspected"
"2021-03-25","HI Honolulu CBP","New Zealand","Aegilops","OK Inspected"
"2021-03-26","VA Dulles CBP","Israel","Agapanthus","OK Inspected"
"2021-03-26","TX Brownsville CBP","Mexico","Anemone","OK Inspected"
"2021-03-27","FL Miami Air CBP","New Zealand","Gerbera","CFRP Not Inspected"
"2021-03-28","TX Brownsville CBP","Netherlands","Protea","OK Inspected"
"2021-03-28","WA Seattle Air CBP","New Zealand","Mokara","OK Inspected"
"2021-03-29","TX Brownsville CBP","Israel","Actinidia","CFRP Not Inspected"
"2021-03-30","AZ Phoenix CBP","New Zealand","Gerbera","CFRP Not Inspected"
"2021-03-30","NY JFK CBP","Tanzania","Protea","OK Inspected"
"2021-03-31","VA Dulles CBP","New Zealand","Liatris","OK Inspected"
"2021-04-01","WA Seattle Air CBP","New Zealand","Gerbera","OK CFRP Inspected"
"2021-04-01","FL Miami Air CBP","India","Anemone","OK Inspected"
"2021-04-02","WA Blaine CBP","Tanzania","Liatris","OK Inspected"
"2021-04-03","FL Miami Air CBP","India","Protea","OK Inspected"
"2021-04-03","CA San Francisco CBP","Netherlands","Gerbera","CFRP Not Inspected"
"2021-04-04","HI Honolulu CBP","Japan","Agapanthus","OK Inspected"
"2021-04-05","NY JFK CBP","Netherlands","Protea","OK Inspected"
"2021-04-05","TX Brownsville CBP","Mexico","Actinidia","CFRP Not Inspected"
"2021-04-06","NY JFK CBP","Japan","Actinidia","CFRP Not Inspected"
"2021-04-07","HI Honolulu CBP","Japan","Actinidia","OK CFRP Inspected"
"2021-04-07","NY JFK CBP","Tanzania","Actinidia","OK CFRP Inspected"
"2021-04-08","TX Brownsville CBP","Mexico","Mokara","OK Inspected"
"2021-04-09","CA San Francisco CBP","India","Anemone","OK Inspected"
"2021-04-09","VA Dulles CBP","Netherlands","Mokara","OK Inspected"
"2021-04-10","AZ Phoenix CBP","India","Anemone","OK Inspected"
"2021-04-11","AZ Phoenix CBP","Mexico","Rosa","CFRP Not Inspected"
"2021-04-11","TX Brownsville CBP","Israel","Rosa","CFRP Not Inspected"
"2021-04-12","WA Seattle Air CBP","India","Rosa","CFRP Not Inspected"
"2021-04-13","WA Seattle Air CBP","Tanzania","Mokara","OK Inspected"
"2021-04-13","AZ Phoenix CBP","India","Hyacinthus","CFRP Not Inspected"
"2021-04-14","AZ Phoenix CBP","Israel","Mokara","OK Inspected"
"2021-04-15","NY JFK CBP","Netherlands","Mokara","OK Inspected"
"2021-04-15","WA Seattle Air CBP","Tanzania","Anemone","OK Inspected"
"2021-04-16","CA San Francisco CBP","New Zealand","Actinidia","CFRP Not Inspected"
"2021-04-17","WA Blaine CBP","New Zealand","Liatris","OK Inspected"
"2021-04-17","FL Miami Air CBP","Tanzania","Rosa","CFRP Not Inspected"
"2021-04-18","CA San Francisco CBP","Japan","Anemone","OK Inspected"
"2021-04-19","TX Brownsville CBP","Israel","Mokara","OK Inspected"
"2021-04-19","NY JFK CBP","Tanzania","Liatris","OK Inspected"
"2021-04-20","AZ Phoenix CBP","Tanzania","Mokara","OK Inspected"
"2021-04-21","TX Brownsville CBP","New Zealand","Actinidia","CFRP Not Inspected"
"2021-04-21","CA San Francisco CBP","Mexico","Aegilops","OK Inspected"
"2021-04-22","FL Miami Air CBP","Israel","Actinidia","CFRP Not Inspected"
"2021-04-23","AZ Phoenix CBP","Netherlands","Aegilops","OK Inspected"
"2021-04-23","FL Miami Air CBP","Netherlands","Anemone","OK Inspected"
